,name,address,latitude,longitude
0,1a - Puerta del Sol A,Puerta del Sol nº 1, 40.4172137,-3.7018341
1,1b - Puerta del Sol B,Puerta del Sol nº 1, 40.41731271011562,-3.701602938060457
2,2 - Miguel Moya,Calle Miguel Moya nº 1, 40.4205886,-3.7058415
3,3 - Plaza Conde Suchil,Plaza del Conde del Valle de Súchil nº 3, 40.4302937,-3.7069171
4,4 - Malasaña,Calle Manuela Malasaña nº 5, 40.4285524,-3.7025875
5,5 - Fuencarral,Calle Fuencarral nº 108, 40.42852,-3.70205
6,6 - Colegio Arquitectos,Calle Hortaleza nº 63, 40.424148,-3.698447
7,7 - Hortaleza,Calle Hortaleza nº 75, 40.4251906,-3.6977715
8,8 - Alonso Martínez,Plaza de Alonso Martínez nº 5, 40.4278682,-3.6954403
9,9 - Plaza de San Miguel,Plaza de San Miguel nº 9, 40.4156057,-3.7095084
10,10 - Marqués de la Ensenada,Calle Marqués de la Ensenada nº 16, 40.42533,-3.69214
11,11 - San Andrés,Calle San Andrés nº 18, 40.4269483,-3.7035918
12,12 - San Hermenegildo,Calle San Bernardo nº 85, 40.4284246,-3.7061931
13,13 - Conde Duque,Calle Conde Duque nº 22, 40.4273264,-3.7104417
14,14 - Ventura Rodríguez,Calle Duque de Liria, 40.4260957,-3.713479
15,15 - San Vicente Ferrer,Calle San Vicente Ferrer nº 64, 40.4262383,-3.7074453
16,16 - San Bernardo,Calle San Bernardo nº 22, 40.4230721,-3.7075065
17,17 - Carlos Cambronero,Plaza de Carlos Cambronero nº 2, 40.4232649,-3.7038312
18,18 - Plaza de Pedro Zerolo,Plaza de Pedro Zerolo nº 1, 40.4207773,-3.6996502
19,19 - Prim,Calle Prim nº 2, 40.4218616,-3.6954983
20,20a - Banco de España A,Calle Alcalá nº 49, 40.4192342,-3.6954615
21,22 - Jacometrezo,Calle Jacometrezo nº 3, 40.4200783,-3.7065376
22,23 - Santo Domingo,Plaza de Santo Domingo nº 1, 40.4202834,-3.7081246
23,24 - Palacio de Oriente,Calle Carlos III nº 1, 40.417908,-3.710692
24,25a - Plaza de Celenque A,Plaza de Celenque nº 1, 40.4173703,-3.7057791
25,25b - Plaza de Celenque B,Plaza de Celenque nº 1, 40.4172781,-3.7063837
26,26 - Plaza de las Salesas,Plaza de las Salesas 7, 40.423855,-3.694475
27,27 - Huertas,Calle Jesús nº 1, 40.4132798,-3.6956178
28,28 - Sevilla,Calle Alcalá nº 27, 40.4181518,-3.6984368
29,29 - Marqués de Cubas,Calle del Marqués de Cubas nº 25, 40.4162619,-3.6957355
30,30 - San Quintín,Calle Pavía nº 6, 40.4192095,-3.711504
31,31 - Calle Mayor,Calle Mayor nº 20, 40.4163638,-3.7068969
32,32 - Plaza de la Provincia,Plaza de la Provincia nº 1, 40.4150099,-3.7061032
33,33 - Carretas,Calle Carretas nº 8, 40.4165039,-3.7030833
34,34 - Jacinto Benavente,Plaza de Jacinto Benavente, 40.4146755,-3.7036825
35,35 - Plaza del Cordón,Plaza del Cordón, 40.4141931,-3.7103285
36,36 - Plaza Ramales,Plaza de Ramales, 40.4168,-3.71183
37,37 - Plaza de San Francisco,Plaza de San Francisco nº 5, 40.4108,-3.714113
38,38 - Plaza de los Carros,Carrera de San Francisco nº 1, 40.4114041,-3.7114762
39,39 - Plaza de la Cebada,Plaza de la Cebada nº 16 , 40.4112744,-3.7088337
40,40 - Conde de Romanones,Plaza del Conde de Romanones nº 9, 40.4138846,-3.7049407
41,41 - Antón Martín,Calle Atocha nº 54, 40.4122047,-3.6991147
42,42 - Santa Isabel,Calle Atocha nº 95, 40.4107085,-3.6982318
43,43 - Jesús y María,Calle Lavapiés nº 34, 40.4101564,-3.7025024
44,44 - Plaza de Nelson Mandela,Calle Mesón de Paredes nº 35, 40.4097617,-3.7040666
45,45 - Puerta de Toledo,Glorieta de la Puerta de Toledo nº 1, 40.4070358,-3.7110513
46,46 - Ribera de Curtidores,Calle Ribera de Curtidores nº 28, 40.4053153,-3.7071259
47,47 - Embajadores 1,Glorieta de Embajadores nº 6, 40.4047851,-3.7028265
48,48 - Embajadores 2,Glorieta de Embajadores nº 2, 40.4056107,-3.7022591
49,49 - Casa Encendida,Ronda de Atocha nº 34, 40.4060941,-3.6992759
50,50 - Museo Reina Sofía,Calle Santa Isabel nº 57, 40.4083684,-3.6933463
51,51 - Ronda de Atocha,Ronda de Atocha nº 2, 40.4075606,-3.6935205
52,52 - Plaza de Santa Ana,Plaza de Santa Ana nº 10, 40.4144226,-3.7007164
53,53 - Plaza de Lavapiés,Calle Valencia nº 1, 40.4083061,-3.7007111
54,54 - Barceló,Calle Barceló nº 7, 40.4266828,-3.700423
55,55 - Plaza de San Ildefonso,Plaza de San Ildefonso, 40.4239757,-3.7020842
56,56 - Plaza del Carmen ,Plaza del Carmen nº 1, 40.4184192,-3.7032414
57,57 - Santa Cruz del Marcenado,Calle Santa Cruz del Marcenado nº 24, 40.4295658,-3.7126299
58,58 - Augusto Figueroa,Calle Augusto Figueroa nº 33, 40.4222862,-3.697895
59,59 - Plaza de Juan Pujol,Calle Espíritu Santo nº 30, 40.4255495,-3.7043418
60,60 - Plaza de la Independencia,Plaza de la Independencia nº 6, 40.419752,-3.688398
61,61 - Narváez,Calle O'Donnell nº 28, 40.4213983,-3.6752045
62,62 - O'Donnell,Calle O'Donnell nº 50, 40.4213148,-3.6724968
63,63 - Ibiza,Calle Ibiza nº 62, 40.4179237,-3.6708959
64,65 - Antonio Maura,Calle Antonio Maura nº 15, 40.4166834,-3.6894193
65,67 - Almadén,Calle Almadén nº 28, 40.4108472,-3.693225
66,68 - Espalter,Calle Espalter nº 1, 40.4128372,-3.6912023
67,69 - Puerta del Ángel Caído,Avenida de Alfonso XII nº 54, 40.409808,-3.688822
68,70 - Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63, 40.4153053,-3.6779232
69,71 - Doce de Octubre,Calle Doce de Octubre nº 28, 40.4159569,-3.6738865
70,72 - Sainz de Baranda,Calle Doctor Esquerdo nº 99, 40.4157413,-3.6691838
71,73 - Plaza de los Astros,Avenida de Nazaret nº 7, 40.4114475,-3.6689089
72,74 - Puerta del Pacífico ,Avenida de Menéndez Pelayo nº 73, 40.4117627,-3.6766813
73,75 - Menéndez Pelayo,Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas, 40.4082805,-3.6784838
74,76 - Puerta de Mariano de Cavia,Avenida del Mediterráneo nº 19, 40.4071304,-3.6751352
75,77 - Conde de Casal,Plaza del Conde de Casal nº 8, 40.40635,-3.670422
76,78 - Pedro Bosch,Calle Cerro de la Plata nº 2, 40.400789,-3.6744
77,79 - Puerta de Granada,Avenida de Menéndez Pelayo nº 38, 40.4051451,-3.6803874
78,80a - Atocha A,Paseo de la Infanta Isabel nº 3, 40.4075685,-3.6902255
79,80b - Atocha B,Paseo de la Infanta Isabel nº 3, 40.4074902,-3.6901234
80,81 - Cuesta de Moyano,Cuesta de Claudio Moyano, 40.409297,-3.691987
81,82 - Niño Jesús,Calle Doctor Esquerdo nº 161, 40.4084556,-3.6697526
82,83 - Pío Baroja,Calle Pío Baroja nº 10, 40.4132995,-3.6745323
83,84 - Valderribas,Calle Doctor Esquerdo nº 191, 40.4032501,-3.6726019
84,85 - Puerta de Madrid,Avenida de Menéndez Pelayo esquina calle O'Donnell, 40.421501,-3.680008
85,86 - Cibeles,Plaza Cibeles, 40.4186516,-3.6933498
86,87 - Ayala,Calle Ayala nº 44, 40.427736,-3.6832566
87,88 - Embajada de Italia,Calle Velázquez nº 75, 40.4313576,-3.6838303
88,89 - Conde Peñalver,Calle Ayala nº 102, 40.4272582,-3.6752024
89,90 - General Pardiñas,Calle Goya nº 18, 40.4250361,-3.6837876
90,91 - Príncipe de Vergara,Calle Hermosilla nº 70, 40.426134,-3.6787441
91,92 - Claudio Coello,Calle Claudio Coello nº 45, 40.4262945,-3.6865463
92,93 - Plaza de Colón,Calle Goya nº 1, 40.4257046,-3.6893698
93,94 - Biblioteca Nacional,Paseo de Recoletos nº 20, 40.4232153,-3.690756
94,95 - Villanueva,Calle Claudio Coello nº 109, 40.4226584,-3.6870548
95,96 - Castelló,Calle Alcalá nº 111, 40.422064,-3.6821793
96,97 - Alcalá,Avenida de Menéndez Pelayo nº 3, 40.4222969,-3.6805189
97,98 - Plaza de Felipe II,Plaza de Felipe II, 40.4239447,-3.6758383
98,99 - Alcántara,Calle Alcántara nº 2, 40.4261851,-3.6738714
99,100 - Palacio de Deportes,Calle Goya nº 99, 40.42478,-3.67384
100,101 - Jorge Juan,Calle Jorge Juan nº 131, 40.4231526,-3.6691524
101,102 - Velázquez,Calle Alcalá nº 95, 40.4211802,-3.6840229
102,103 - Ortega y Gasset,Calle José Ortega y Gasset nº 4, 40.43037,-3.68653
103,104 - Castellana,Paseo de la Castellana nº 4, 40.42677,-3.68958
104,105 - Serrano,Calle Serrano nº 54, 40.42699,-3.68745
105,106a - Colón A,Calle Serrano nº 34, 40.4251002,-3.6877227
106,106b - Colón B,Calle Serrano nº 34, 40.424963,-3.687745
107,107 - Columela,Calle Serrano nº 8, 40.4215246,-3.6884369
108,108 - Mártires Concepcionistas,Calle Mártires Concepcionistas nº 2, 40.4273005,-3.6706024
109,109 - Marqués de Salamanca,Calle José Ortega y Gasset nº 30, 40.4300481,-3.6816402
110,110 - Moncloa,Paseo de Moret nº 2, 40.4347895,-3.7200845
111,111a - Arcipreste de Hita A,Calle Arcipreste de Hita nº 12, 40.4337322,-3.7175435
112,111b - Arcipreste de Hita B,Calle Arcipreste de Hita nº 12, 40.4341006,-3.7179687
113,112 - Paseo de Moret,Paseo de Moret nº 11, 40.4325991,-3.7246532
114,113 - Pintor Rosales,Paseo del Pintor Rosales frente al nº 38, 40.427657,-3.7205129
115,114 - Quintana,Calle Quintana nº 11, 40.4277456,-3.7174158
116,115 - Ferraz,Calle Evaristo San Miguel nº 2, 40.4253944,-3.7170448
117,116a - Plaza de España A,Calle Princesa nº 5, 40.423668,-3.713053
118,116b - Plaza de España B,Calle Princesa nº 5, 40.423681,-3.710537
119,117 - Altamirano,Calle Altamirano nº 24, 40.4309797,-3.7188898
120,118 - Juan Martín,Calle Juan Martín el Empecinado nº 16, 40.400781,-3.6882407
121,119 - Méndez Álvaro,Calle Méndez Álvaro nº 11, 40.4013216,-3.6863218
122,120 - Palos de la Frontera,Calle Palos de la Frontera nº 27, 40.4032208,-3.6944768
123,121 - Santa María de la Cabeza,Paseo de Santa María de la Cabeza nº 58, 40.4017926,-3.6987665
124,122 - Santa Engracia 14,Calle Santa Engracia nº 14, 40.4291992,-3.6967169
125,123 - Guzmán el Bueno,Calle Guzmán el Bueno nº 1, 40.4306458,-3.7133412
126,124 - Manuel Silvela,Calle Manuel Silvela nº 20, 40.4309524,-3.6993465
127,125 - General Martínez Campos ,Calle Fernández de la Hoz nº 29, 40.435285,-3.6948626
128,126 - General Álvarez de Castro,Calle del General Álvarez de Castro nº 1, 40.4344731,-3.7015686
129,127 - Fernando el Católico,Calle Fernando el Católico nº 19, 40.4338516,-3.708439
130,128 - Cea Bermúdez,Calle Cea Bermúdez nº 59, 40.438994,-3.7154329
131,129 - José Abascal,Calle José Abascal nº 33, 40.4383865,-3.6982353
132,130 - Santa Engracia 127,Calle Santa Engracia nº 127, 40.44156,-3.70164
133,131 - Bravo Murillo 44,Calle Bravo Murillo nº 44, 40.4418402,-3.7040344
134,132 - Glorieta de los Cuatro Caminos,Calle Santa Engracia nº 168, 40.4463667,-3.7036675
135,133 - Raimundo Fernández,Calle Raimundo Fernández Villaverde nº 33, 40.447125,-3.7001669
136,134 - Agustín de Betancourt,Calle María de Guzmán nº 58, 40.4440297,-3.6956047
137,135 - Plaza de San Juan de la Cruz,Plaza de San Juan de la Cruz nº 11, 40.4415974,-3.6927821
138,136 - Castellana 106,Paseo de la Castellana nº 106, 40.4453307,-3.690861
139,137 - Plaza de la República Argentina,Plaza de la República Argentina nº 6, 40.445411,-3.6853312
140,138 - Paseo de la Castellana con Raimundo Fernández,Paseo de la Castellana esquina calle Raimundo Fernández Villaverde, 40.4457414,-3.6917932
141,139 - José Gutiérrez Abascal ,Calle José Gutiérrez Abascal nº 2, 40.4396792,-3.6907784
142,140 - Velázquez 130,Calle Velázquez nº 130, 40.4385127,-3.6831578
143,141 - Paseo de la Castellana - Glorieta de Emilio Castelar,Paseo de la Castellana nº 43, 40.4355143,-3.6892368
144,142 - Castellana 42,Paseo de la Castellana nº 42, 40.4334087,-3.6879154
145,143 - Diego de León 52,Calle Diego de León nº 52, 40.4345973,-3.678492
146,144 - Juan Bravo 50,Calle Juan Bravo nº 50, 40.4323655,-3.6758555
147,145 - Ortega y Gasset 87,Calle Ortega y Gasset nº 87, 40.429887,-3.6712823
148,146 - María Francisca 1,Calle María Francisca nº 1, 40.4442258,-3.6787169
149,147 - Doctor Arce 45,Avenida del Doctor Arce nº 45, 40.4483269,-3.6797296
150,148 - Serrano 210,Calle Serrano nº 210, 40.4510188,-3.6817962
151,149 - Paseo de la Habana 42,Paseo de la Habana nº 42, 40.4498613,-3.6881689
152,150 - Castellana frente a Hermanos Pinzón,Paseo de la Castellana nº 122, 40.4488924,-3.6905604
153,151 - Orense 12,Calle Orense nº 12, 40.4489101,-3.6952943
154,152 - General Perón 1,Avenida del General Perón frente al nº 4, 40.4527164,-3.6990077
155,153 - General Perón con Poeta Joan Maragall,Avenida del General Perón frente al nº 36, 40.4522454,-3.693085
156,154 - Orense 36,Calle Orense nº 36, 40.4548456,-3.6946218
157,155 - San Germán 57,Calle San Germán nº 57, 40.4572824,-3.7009675
158,156 - Sor Ángela de la Cruz,Calle Sor Ángela de la Cruz nº 2, 40.4592351,-3.691533
159,157 - Castellana 164,Paseo de la Castellana nº 164, 40.4591366,-3.6894151
160,158 - Alberto Alcocer,Avenida de Alberto Alcocer nº 22, 40.4585318,-3.684715
161,159 - Paseo de la Habana 63,Paseo de la Habana nº 63, 40.4543852,-3.6835926
162,160 - Colombia,Calle Colombia nº 7, 40.4572466,-3.6763439
163,161 - Paseo de la Florida,Paseo de la Florida nº 8, 40.4219665,-3.7224983
164,162 - Metro Pirámides,Paseo de los Olmos nº 28, 40.4034076,-3.7108108
165,163 - Paseo de la Esperanza,Paseo de la Esperanza nº 2, 40.4035988,-3.7064516
166,164 - Paseo de las Delicias,Paseo de las Delicias nº 92, 40.3972616,-3.6945025
167,165 - Entrada Matadero,Paseo de la Chopera nº 14, 40.3928821,-3.6975708
168,166 - Segovia 26,Calle Segovia nº 26, 40.4138333,-3.7135833
169,167 - Segovia 45,Calle Segovia nº 45, 40.413736,-3.717487
170,168 - Batalla del Salado,Paseo Santa María de la Cabeza nº 29, 40.4044722,-3.6959166
171,169 - Pirámides,Calle Toledo nº 181, 40.4016111,-3.7138055
172,170 - Paseo de la Esperanza,Paseo de la Esperanza nº 21, 40.401,-3.7043611
173,171 - Embajadores-Cáceres,Calle Embajadores nº 101, 40.39975,-3.6983888
174,172 - Delicias,Calle Bustamante nº 1, 40.4008888,-3.6935833
175,173 - Puente Praga,Paseo de la Esperanza nº 59, 40.3981798,-3.7023918
176,174 - Madrid Río-Yeserías,Paseo de Yeserías nº 45, 40.3974444,-3.7065277
177,175 - Jaime el Conquistador,Calle Jaime el Conquistador nº 30, 40.3962222,-3.6983055
178,176 - Beata,Calle Alicante nº 3, 40.39425,-3.6937222
179,177 - Legazpi,Calle Bolívar nº 3, 40.3914722,-3.6941944
180,178 - Junta Municipal Retiro,Calle León Gil de Palacio nº 3, 40.4029202,-3.6788343
181,179 - Puente de Vallecas,Avenida de la Albufera nº 6, 40.3979722,-3.66925
182,180 - Méndez Álvaro,Calle Retama nº 5, 40.3941388,-3.6758888
183,181 - Retiro-Ibiza,Calle Ibiza nº 18, 40.41825,-3.6766111
184,182 - Parque Roma,Calle Alcalde Sáinz de Baranda frente al nº 107, 40.4186666,-3.6657777
185,183 - Doctor Esquerdo-Hermosilla,Calle Hermosilla nº 135, 40.425635,-3.669339
186,184 - Marqués de Zafra,Paseo Marqués de Zafra nº 24, 40.426,-3.6653055
187,185 - Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra, 40.4250833,-3.6615277
188,186 - General Pardiñas,Calle General Pardiñas nº 56, 40.4290555,-3.6782777
189,187 - Alcalá-Ventas,Calle Alejandro González nº 1, 40.4301666,-3.6638888
190,188 - Puente de Ventas,Avenida de Daroca nº 2, 40.4311944,-3.6590555
191,189 - Avenida Donostiarra,Calle Virgen de la Alegría nº 18, 40.4351256,-3.6554918
192,190 - Velázquez-Diego de León,Calle Velázquez nº 91, 40.4343333,-3.6835833
193,191 - Diego de león,Calle Alonso Heredia nº 1, 40.4346388,-3.674
194,192 - Avenida de los Toreros,Avenida de los Toreros nº 3, 40.4318611,-3.6714166
195,193 - Ventas,Avenida de los Toreros nº 49, 40.4324722,-3.6655555
196,194 - Avenida de América 2,Calle Francisco Silvela nº 86, 40.43725,-3.6772222
197,195 - Avenida de América 1,Calle Padre Indalecio Hernández nº 1, 40.4392222,-3.6754444
198,196 - Prosperidad,Calle Suero de Quiñones nº 2, 40.4441388,-3.6751388
199,197 - Parque Berlín,Avenida de Concha Espina nº 34, 40.4515833,-3.6780555
200,198 - Rubén Darío,Glorieta Rubén Darío 2, 40.4331111,-3.6915555
201,199 - Fernando el Católico,Calle Fernando el Católico nº 61, 40.4343611,-3.7149166
202,200 - Quevedo,Glorieta de Quevedo nº 5, 40.4336944,-3.7046666
203,201 - Canal,Calle José Abascal frente al nº 2, 40.4386944,-3.7038333
204,202 - Parque Santander,Calle Santander esquina con Avenida de Filipinas, 40.4411388,-3.7080833
205,203 - San Francisco de Sales,Calle General Ampudia nº 2, 40.44175,-3.7144722
206,204 - Cuatro Caminos 2,Calle Doctor Santero nº 1, 40.4476666,-3.7041666
207,205 - Estrecho,Calle Navarra nº 1, 40.4535,-3.7032777
208,206 - Metro Tetuán,Calle Marqués de Viana nº 3, 40.4607502,-3.6989925
209,207 - Remonta,Calle Azucenas nº 1, 40.4630277,-3.6973333
210,208 - Plaza de Castilla,Paseo de la Castellana nº 216, 40.4663611,-3.6886388
211,209 - Plaza de Castilla 2,Paseo Castellana (Fundación Canal), 40.4656779,-3.6887722
212,210 - Tres Cruces,Calle Tres Cruces nº 7, 40.419674,-3.7026735
213,211 - Desengaño,Calle Desengaño nº 1, 40.42059,-3.70239
214,212 - Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9, 40.398247,-3.716591
215,213 - Glorieta de Cádiz,Calle Antonio López nº 129, 40.38895,-3.70017
216,214 - Condesa de Venadito,Calle Condesa de Venadito nº 2, 40.44315,-3.65741
217,215 - Gutierre de Cetina,Calle Gutierre de Cetina nº 77, 40.429706,-3.640994
218,216 - Puerta del Ángel,Plaza Puerta del Ángel nº 4, 40.413764,-3.728318
219,217 - Pedro Rico,Calle Pedro Rico nº 4, 40.481086,-3.688463
220,218 - Camino Vinateros,Calle Camino de los Vinateros nº 28, 40.41053,-3.65779
221,219 - Marroquina,Calle Camino de los Vinateros nº 108, 40.408264,-3.646697
222,220 - Plaza del Encuentro,Calle Arroyo de las Pilillas nº 6, 40.40617,-3.65122
223,221 - Pavones,Calle Hacienda de Pavones nº 342, 40.400368,-3.634587
224,222 - Antonio López,Calle Eugenio Caxes frente al nº 12, 40.3917871,-3.7026789
225,223 - Ermita Santo,Paseo de la Ermita del Santo nº 48, 40.406837862773465,-3.7244893989507686
226,224 - Caramuel,Calle Caramuel nº 51, 40.40913630273305,-3.728533714316331
227,225 - Doctor Lozano,Calle Sierra Toledana nº 33, 40.40248333540473,-3.660188083470652
228,226 - Sierra Toledana,Camino de Valderribas nº 94, 40.39901531507069,-3.6607768678037744
229,227 - Concordia,Calle Arroyo del Olivar nº 6, 40.39382977920336,-3.6659362429356372
230,228 - San Delfín,Calle San Delfín nº 9, 40.39440607959559,-3.7080429728445563
231,229 - C.D. Concepción,Calle Jose del Hierro nº 5, 40.43715089959262,-3.64835857929032
232,230 - Carlota O’Neill,Calle Carlota O'Neill nº 32, 40.44370542379883,-3.648958444298144
233,231 - Derechos Humanos,Calle Derechos Humanos nº 12, 40.43965673033275,-3.6557656204708775
234,232 - José María Pereda,Calle José María de Pereda nº 1, 40.43272086245887,-3.6485306152875148
235,233 - Marqués de Corbera 12,Avenida Marqués de Corbera nº 12, 40.422962108947424,-3.6555552857442697
236,234 - Marqués de Corbera 52,Avenida Marqués de Corbera nº 52, 40.426207143200884,-3.651034981803642
237,235 - Embajadores 191,Calle Sodio nº 1B, 40.389258643579105,-3.6903589643353483
238,236 - Paseo Imperial,Paseo Imperial nº 20, 40.40765396169372,-3.7172213778842007
239,237 - Pablo Iglesias,Calle Francisco Balseiro nº 1, 40.451333,-3.710525
240,238 - San Germán 5,Calle San Germán nº 5, 40.45619382579544,-3.6929376751795306
241,239 - Francos Rodríguez,Calle Francos Rodríguez nº 62, 40.45673408797698,-3.708002730875242
242,240 - Avenida Brasilia,Avenida de Brasilia frente al nº 9, 40.43666,-3.66096
243,241 - Camilo José Cela,Avenida de Camilo José Cela nº 23, 40.4378,-3.66779
244,242 - Avenida Bruselas,Avenida Bruselas nº 56, 40.43865,-3.66301
245,243 - Cartagena,Calle Cartagena nº 34, 40.43503,-3.67012
246,244 - Hospital Clínico,Calle Isaac Peral nº 44, 40.44003,-3.71757
247,245 - Galileo,Calle Galileo nº 63, 40.4364,-3.71019
248,246 - Santa Engracia 87,Calle Santa Engracia nº 87, 40.43604,-3.69928
249,247 - Zurbano,Calle Zurbano nº 90, 40.43837,-3.69281
250,248 - Torre Cepsa,Calle Sinesio Delgado nº 2, 40.47435,-3.68797
251,249 - Manuel Caldeiro,Paseo de la Castellana nº 298, 40.47938,-3.68532
252,250 - Serrano 113,Calle Serrano nº 113B, 40.44106,-3.68609
253,251 - Corazón de María,Calle Santa Hortensia nº 31, 40.44421,-3.66683
254,252 - Chamartín,Calle Rodríguez Jaén nº 40, 40.4716,-3.68391
255,253 - Doctor Fleming,Calle Doctor Fleming nº 7, 40.45546,-3.68844
256,254 - Pío XII,Avenida Pío XII nº 3, 40.46041,-3.67712
257,255 - López Pozas,Calle General López Pozas nº 2, 40.46361,-3.68514
258,256 - Reina Victoria,Calle Beatriz de Bobadilla frente al nº 2, 40.44635,-3.71383
259,257 - INEF,Avenida Juan de Herrera frente a la calle Paul Guinard, 40.43896,-3.72997
260,258 - Ciudad Universitaria 1,Avenida de la Complutense (Metro Ciudad Universitaria), 40.44375,-3.72699
261,259 - Ciudad Universitaria 2,Avenida de la Complutense (Metro Ciudad Universitaria), 40.44342,-3.72693
262,260 - Facultad Biología,Calle José Antonio Novais frente al nº 12, 40.4483322,-3.7272945
263,261 - Facultad Derecho,Avenida Complutense nº 23, 40.45109,-3.72937
